review,translate,sentimen
"Fitur Terbaik:lucu pisan
Sepadan dengan Harga:harga nya sesuai

Bagus pisan suka pisan tidak mengecewakan","best feature:very cute worth the price:the price is good,very good,like it doesn't disappoint",1
"Tampilan:bagus
Performa:bagus
Kualitas:baik

Seller amanah, info pemasangan mmg tdk ada, tp gampang merakitnya. Diterima paketnya tdk ada kekurangan, trmksh shopee.","display: good performance: good quality: good trusted seller, no installation info, but easy to assemble. received the package there is no shortage, thank you shopee.",1
barang penyok tutup g lengkap. kapok belanja dsini. ,the dent closes incomplete. give up shopping here.,0
Barangnya udh lama tersimpan ya. Byk karat2an di kertas dan dusnya. Blm dicoba semoga berfungsi dgn baik.,it has been stored for a long time. lots of dirt on the paper and box. yet to try hope it works well.,0
"Brg sesuai order, agak bau karet tp overall oke","brg according to order, smells a bit rubber but overall okay",1
"barang kelihatannya oke, sayangnya pas kebetulan aja dapet barangnya yg error.","the item looks okay, unfortunately just by coincidence I got the item with an error.",0
. sangat kecewa karena barang.nya pecah...,. Very disappointed that the item was broken.,0
Terima kasih banyak ,Thank you very much,1
kualitas produk sangat baikkk bener2 bagus bangettt gak nyesel jauh2 pesen tp hasilnya sebagus inii😭😭,"the quality of the product is very good, it's really really good, I don't regret ordering much, but the results are as good as this",1
"Barang bagus, pengiriman aja lama, buat yg mau beli jangan pilih sicepat sebagai jasa pengiriman. 10 hari baru sampai ","good stuff, just long delivery, for those who want to buy, don't choose fast as a delivery service. new day arrived",0
bener2 puas bagt ..,really satisfied..,1
"Awalnya rusak tp diganti dgn tokox,bertangjwb sih cmn jadinya berat n mahal di ongkir bolak balik","Initially it was damaged but replaced with Tokox, I'm responsible, but it's going to be heavy and expensive to send back and forth",0
"sipp bagus sesuai ekspetasi, pengiriman juga cepet.. tambah bubble wrap biar aman","sipp is good as expected, delivery is also fast... add bubble wrap to keep it safe",1
"barangnya masih segelan, semoga awet","The item is still sealed, hopefully it will last",1
semoga awet pertama beli merek ini...baru di coba.kalau mau coba dicek dulu ya kenceng gaknya masangnya.masih baru agak bau karet,"I hope it lasts the first time I bought this brand. I just tried it. If you want to try it, check it first, whether it's tight or not. It still smells a bit like rubber",0
Bagus sesuai dengan deskripsi.,good according to the description.,1
"good quality, perfect for streaming, also it has rainbow lights","good quality, perfect for streaming, also has rainbow lights",1
Bintang 3 dulu ya soalnya belum aku cobaa,"Star first, because I haven't tried it yet",1
"Maaf ya kk fhoto sm videonya beda,, barang dah diambil cust aq.. Overall bagus kk,, dah dicoba semuanya mantap kt cust aq.. Mksh ya kk","I'm sorry bro, the photos and videos are different, the goods have been taken by my customer.",0
"Barang sampai alhamdulillah 
Bakaran cek OK
Arang cek OK

Tinggal daging nya yg gak ada neh 😂
Hxhtsjtsoydkdykfykdxkxxkckhcjchjhxjxgkchkhckhckhxkhckfhlfhofulh",item arrived thank God it was burnt check ok charcoal check ok only the meat is not there hxhtsjtsoydkdykfykdxkxxkckhcjchjhxjxgkchkhckhckhxkhckfhlfhofulh,0
"Di luar ekspetasi bangeeeettt, ga nyangka ternyata sebesar ini dngn harga segini murceeee bangetttt.. thankyou maspion❤","beyond expectations, I didn't expect it to be this heavy at this price, it's really cheap... thank you maspion",1
"waktu kurirnya tlfon,hatiku dadigdug,saya takut kecewa.dan akhirnya kurir suda di rumahku,dan aku mencobanya.akhirnya keraguanku hilang jadi bahagia...makasih tokohnya.makasih lazada,makasih kurir yg baik hat...😇😇😇 smoga toko ini lancar","when the courier phoned, my heart was pounding, I was afraid of being disappointed. and finally the courier was at my house, and I tried it. good luck with this shop",1
"Sepadan dengan Harga:lumayan mahal

Mic nya ga bisa di pakai kresek kresek...","commensurate with the price: it's quite expensive, the mic can't be used with a crackle crackle.",0
"Kardusnyaa rusaaak, pas dicoba untung gaada kendalaa. Next mungkin packingnya harus lebih aman yaa","The box was damaged, when I tried it luckily there were no problems. next time maybe the packing should be safer",0
Terimakasih untuk info dan bantuannya min 😁 JUARA,thanks for the info and help min champ,1
"bagus banget buat harga dibawah 200k, warna nya cakepp. build quality juga oke. packing nya juga safe banget pake dus 👍🏻 semoga awett","really good for the price below k, the color is cute. build quality is also okay. the packing is also very safe, use the box, hopefully it will last",1
"bagus banget, tapi sayangnya besoknya saya mau ngetik di keyboard fisik gak bisa. kenapa ya","really good, but unfortunately the next day I want to type on the physical keyboard I can't. I wonder why",0
Masa barang baju dikirim yala mati lagi langsu noter habis satu juta dara gak maduk akal sama sekali yesel aku beli di sini gak lagi pesen di toko ini layar ya aja putih doang rugi rugi 👿👿👿👿👿👿👿👿😡😡😡😡😡😡😡😡😡😡😡🖕🖕🖕🖕🖕🖕🖕,"when the clothes were sent, yala died again, the note ran out of one million virgins, it didn't make any sense at all, yes, I bought it here, I no longer order it in this store, the screen is just white, it's a loss",0
"makasih kak barangnya sudah di Terima,dan semoga awet. cuman gak bisa terhubung dengan WiFi. ","Thank you sis, I have received the item, and I hope it will last. I just can't connect to wifi.",0
Mantap lah bisa meredam suara juga mic oke suara kenceng bgt earpad sama headband empuk bgt,"it's great that it can muffle the sound as well as the mic, okay, the sound is loud, the earpads and the headband are really soft",1
"Alkhamdulilah bagus bgt 
",alhamdulillah it's great,1
"Barang sampai tepat waktu, packaging bagus, barang sesuai deskripsi, lengkap semua (Garansi dan Buku Panduan), recommended seller deh....","the goods arrived on time, the packaging was good, the goods corresponded to the description, everything was complete (warranty and manual), recommended seller.",1
Barangnya pecah... pengirimannya juga lama... Packingannya ga aman ga dipakein buble trus ga dikasih tanda awas barang pecah lagi...udah tau barang pecah belah gini...komplain disuruh di retur...males bgt ngurusinnya ribet...jd ya sutralah bukan rezeki kali ya🤦🤦🤦😭😭😭,"the thing broke. delivery is also long. the packaging is not safe, it doesn't use bubbles and then there's no sign to watch out for broken items again. I already know broken items like this. Complaints are told to return.",0
" Harga produk standar. Kecepatan pengiriman standar. Packing transparan jadi kurang menjaga privasi bagi pembeli, lebih baik dilapisi plastik gelap. ","standard product price. standard delivery speed. transparent packaging so it doesn't protect privacy for buyers, it's better to be covered in dark plastic.",0
Penyokkk gini sihhhh :'(,this sucks :'(,0
Kualitas produk sangat baik. Produk original. Respon penjual sangat baik.,product quality is very good. original product. the seller's response was very good.,1
"cepat sampai, berfungsi semua dan keren","arrived quickly, all working and cool",1
Barang sampe cepat... Semoga awett,goods arrived quickly. hope it lasts,1
Rice cookernya penyok mba. Bsa dtuker ngga? Atau bsa d kmbalikan lagi ga mba????????,"The rice cooker is dented, madam. can dtuker or not? or can you return it again or no?",0
"barangnya sudah sampai tp 8lt kok kecil ya, seperti bukan 8lt dech... dan barangnya agak penyok. kecewa sy, ","the goods have arrived but how come it's small, it's like it's not lt dech. and it's a bit dented. I'm disappointed",0
"harga Rp 121400 , terlalu mahal ","Rp price, too expensive",0
Yang mau Silent Mouse sekalian buat gaming daripada Logitech M331 👍👍😆,those who want a silent mouse for gaming instead of logitech m,0
"biar masuk Twitter
txt from olcop",let me enter twitter txt from olcop,0
"pengiriman cepat, packing rapi &amp; aman","fast delivery, neat and safe packing",1
 Kualitas produk baik. Produk original. Harga produk baik. Kecepatan pengiriman krng baik,product quality is good. original product. good product price. delivery speed is good,1
"Terima kasih pesanan sudah sampai dengan selamat,mantap seller fast respon produk sesuai expetasi.","thank you, the order arrived safely, great seller, fast product response according to expectations.",1
Audio Splitter agak bermasalah,the audio splitter is a bit buggy,0
"perbedaan percepatan tidak ada bedanya, overall barang ok
semoga awet","the difference in acceleration makes no difference, overall the item is ok hopefully it lasts",0
"Barang dah sampe dengn selamt cepet bgd pengirimn,a TPI aneh 8liter kok kecil bgd y","the goods arrived safely, fast, the sender, but it's strange how come the liter is so small",0
Paket mendarat dengan indah seindah warna wajan ny pink 😁😁😁 top bgt poko ny mksh lazada.,"The package landed beautifully, as beautiful as the color of the pan, the pink top, really, thank you Lazada.",1
judul iklannya mystic black tapi dikirim nya grey?,ad title mystic black but sent gray?,0
"Pengiriman cepat, barang sesuai deskripsi, karena kecil, ibu juga mau...","fast delivery, item according to the description, because it's small, mom also wants it.",1
"ok baguus barangnya, ada jahitan di pinggirnya...👍","ok good stuff, there are seams on the edges.",0
Penjual sm sekali ga jwb chat tapi langsung sampe ok lah,The seller didn't answer the chat at all but it arrived immediately ok,0
"Dudukan motor ke body bawahnya tidak sesuai tingginya jadi harus diganjal ring.
Moga2 awet. 
Thanks.",the motor mount to the lower body doesn't match the height so it has to be propped up by a ring. hopefully durable. thanks.,0
"Pengiriman sangat lamaaaaa menggunakan shopee expres. 
Harusnya 1x24 jam. Ini barang hampir seminggu baru di terima. Semoga ricecookernya awet. ",Very long delivery using shopee express. should be x hours. Received this item almost a week ago. I hope the rice cooker lasts.,0
puas .tapi blom di tes terpasang,fasting. but not yet tested installed,1
sangat ramah.. terimakasih rexus.,very friendly.. thanks rexus.,1
