Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag,Is_Sarcasm
"Ko grab merchant saya gabisa liat informasi toko saya ya?di bar utama cuma ada pilihan akun,pesan,sama beranda udh gitu doang polosssss ga kaya dicontoh app saat download, kenapa ya?",ko grab merchant gabisa liat informasi toko bar utama pilih akun beranda gitu doang polosssss tidak kaya contoh app download,2021-09-25 06:17:30,3,F&B,Netral,Lainnya,No,No
"tolong, fitur pembatalan di aplikasi grabfood diaktifkan, jd costumer dpt membalkan pesanan yg belum diambil driver nya",tolong fitur batal aplikasi grabfood aktif costumer dpt membal pesan belum ambil driver,2025-04-27 21:55:03,3,F&B,Netral,Lainnya,No,No
Kenapa selalu gak ada driver..padahal msh sore n gak hujan..sementara yg pesan rame..saya tanyak driver go jek yg sering beli..padahal banyak driver d jalanan..apa sebenarny kendala ny..,tidak driver sore tidak hujan rame tanyak driver go jek driver jalan sebenarny kendala ny,2022-11-25 00:58:22,1,F&B,Negative,Lainnya,No,No
makanan sangat enak 😍 good time spent with friends and family 😍 terjangkau prices. kualitas food😍 visit with ur friends or collogues😍 great option for corporate makan siang 😍,makan good time spent with friends and family jangkau prices kualitas food visit with ur friends or collogues great option for corporate makan siang,7/26/2018 8:19,5,F&B,Positive,Rasa,No,No
Halo ini aplikasi gobiz saya tidak muncul menu gofood nya kenapa ya,aplikasi gobiz tidak muncul menu gofood,2023-01-02 18:41:49,2,F&B,Negative,Lainnya,No,No
"Kami suka rotinya, asli enak. namun kali ini kecewa krn pengiriman yg sangat lambat, order jam 7 pagi barang datang jam 9.50 malam dan alasannya roti dibuat stlh 3-4 jam pemesanan. kalau boleh diperbaiki utk menjaga kualitas pelayanan. atau paling tidak menginformasikan bahwa akan ada keterlambatan. terimakasih",suka roti asli kecewa kirim lambat pagi malam alas roti stlh mesan baik jaga kualitas layan tidak informasi lambat terimakasih,unknown,3,F&B,Netral,Bentuk,No,No
"Selalu ngancam kena finalti,, padahal saya dagang di sini juga rugi untuk di anda yg gede,, selalu cari kesalahan resto,,",ngancam finalti dagang rugi gede cari salah resto,2024-09-14 15:35:16,1,F&B,Negative,Lainnya,No,No
"makin kesini drivernya pada ga mau Nerima orderan apa gimana?saya mesen grabfood mie gacoan dri jam setengah 5-jam setengah 7 malem ga ada yang mau ambil orderan,padahal itu totalnya 70rb,saya ga pakein diskon apapun",kesini drivernya tidak nerima order gimana mesen grabfood mie gaco dri malem tidak ambil order total 70rb tidak pakein diskon apa,2026-03-11 18:35:17,1,F&B,Negative,Harga,No,No
Baik. Jangan kendor. Inovasi harus...,jangan kendor inovasi,2019-11-24T13:51:01.754Z,3,F&B,Netral,Lainnya,No,No
makanan enak tempatnya nyaman juga dateng bareng sama teman dilayani dengan sangat baik oleh dani kokom meta haris pasti bakal balik lagi sih,makan tempat nyaman dateng bareng teman layan dan kokom meta haris,unknown,5,F&B,Positive,Rasa,No,No
Mantap barang sesuai pesanan,bagus sesuai pesan,unknown,5,Kerajinan & Pesta,Positive,Rasa,No,No
"bagus, tinggal update tv nya nanti hahaa",bagus tinggal update tv hahaa,unknown,5,Lainnya,Positive,Bentuk,No,No
Ta turunkan bintangnya...sbab aplikasi ini tidak memberi dampak positif sama skali buat kedai saya,ta turun bintang sbab aplikasi tidak dampak positif skali kedai,2021-03-23 16:32:58,3,F&B,Netral,Lainnya,No,No
"Mau daftar grab food/grab merchant susah banget, harus pake foto langsung medianya. padahal bahan susah semua di foto, tp tidak bisa di alihkan ke galery, mohon langkah baiknya supaya orang yang mau bisnis kuliner online tetap bisa.ayo! #grabmerchanttetapmudah",daftar grab food grab merchant susah banget pake media bahan susah tidak alih galery langkah baik bisnis kuliner online ayo grabmerchanttetapmudah,2022-11-05 01:39:41,1,F&B,Negative,Bentuk,No,No
sayang tadi bayarnya kelebihan katanya gk bwa uang kurirnya,sayang bayar lebih tidak bwa uang kurir,Ordered on 25 June 2021,5,F&B,Positive,Harga,No,No
produk masih di pakek sehari lo bayangin udah rusak analog nya wkwk asem tenan wkwk,pakek hari lo bayangin udah rusak analog wkwk asem tenan wkwk,unknown,3,Elektronik,Netral,Lainnya,No,No
Mau merubah harga dan menu susah banget..sdh masuk ke pusat bantuan udah download formulir tp formulir ga bisa di isi..knp prosedurnya berbelit belit..kami butuh yg praktis..,rubah harga menu susah banget pusat bantu udah download formulir formulir tidak isi knp prosedur belit belit butuh praktis,2021-08-20 15:37:56,3,F&B,Netral,Harga,No,No
"Adain fitur buat pencairan dana dong pembayaran ga jelas banget dikurangin mulu, resto lama lama rugi lah 505rb malah ditf cuma 300rb aneh banget. Ga terang2an banget pembayarannya",adain fitur cair dana bayar tidak banget rangin mulu resto rugi 505rb ditf 300rb aneh banget tidak terang2an banget bayar,2021-10-29 21:01:43,3,F&B,Netral,Harga,No,No
"Kenapa sekarang grabfood jadi double orderan ya, jadi pembeli merasa pesanannya datang terlambat dikarenakan masih menunggu orderan lainnya, menurut driver ini sudah menjadi orderan otomatis dan tidak bisa memilih satu diantaranya.",grabfood double order beli pesan lambat tunggu order driver order otomatis tidak pilih,2024-09-17 19:18:49,3,F&B,Netral,Rasa,No,No
Susah dapat pesanan,susah pesan,2023-06-03 18:56:35,1,F&B,Negative,Lainnya,No,No
Nih kapan di ACC nya resto klo emnk g d acc saya uninstal cuma jd smpah aja di hp saya,acc resto klo emnk acc uninstal smpah hp,2023-03-10 01:41:37,1,F&B,Negative,Lainnya,No,No
"i really like this tempat and i've been there multiple times. the best part is the suasana which is just really classy. you can bring your date here as they have that kind of a romantic suasana. on game nights you can watch live screenings of the matches too. they also have 2+2 on drinks for zomato gold members, which is really nice to have as well.",really like this and ve been there multiple times the best part is the suasana which is just really classy you can bring your date here as they have that kind of romantic suasana on game nights you can watch live screenings of the matches too they also have on drinks for zomato gold members which is really nice to have as well,5/4/2019 20:38,5,F&B,Positive,Lainnya,No,No
"Saya kira dengan adanya aplikasi, memudahkan specialtea member. Saya memesan pukul 13.08 dan baru saya terima pukul 15.33, gojek baru dikonfirmasi pukul 15.04, entah disini salah siapa atau memang storenya serame itu. Pesen 2 minuman, yg 1 less ice dan yg satu normal, namun yg normal sudah tidak fresh (tidak ada es batu bener2 sudah cair). Better pesen via ojek online sepertinya",aplikasi mudah specialtea member mes gojek konfirmasi salah storenya serame sen minum less ice normal normal tidak fresh tidak es batu bener2 cair better sen via ojek online,2021-08-15 15:40:05,3,F&B,Netral,Rasa,No,No
"Sistemnya lemah, masalah terus.. gk bisa buka ringkasan laporan transaksi..",sistem lemah tidak buka ringkas lapor transaksi,2024-12-29 16:46:55,1,F&B,Negative,Lainnya,No,No
"barangnya Oke, tapi pengirimannya lumayan lama",barang oke kirim lumayan,unknown,5,Lainnya,Positive,Lainnya,No,No
bijinya tidak seenak yg dulu...,biji tidak enak,2023-11-06 06:46:49,3,F&B,Netral,Rasa,No,No
"respon seller cepat, pengiriman cepat, packing oke & aman.. expired date nya jg msh lama.. tks yaa..",respon seller cepat kirim cepat packing oke aman expired date tks yaa,unknown,5,F&B,Positive,Lainnya,No,No
"Pengiriman nya lama. harapan nya ada pilihan kurir lain yang lebih cepat. Fungsional nya berjalan lancar. ukuran setopbox nya, lebih besar dari pada yang lain. Josss",kirim harap pilih kurir cepat fungsional jalan lancar ukur setopbox josss,unknown,2,Lainnya,Negative,Bentuk,No,Yes
Saya sangat tidak puas dengan Gojek kenapa kalau saya pesan Gofood ongkir makanan lebih mahal dari harga makanan ya itu sendiri padahal jarak resto antara rumah saya tidak terlalu jauh kenapa harga ongkir ya mahal sekali. Makanya saya jarang banget beli makanan lewat Gofood karena harga ongkir ya yg terlalu besar. Tolong di ubah lagi soalnya harga ongkir makanan ya,tidak puas gojek gofood ongkir makan mahal harga makan jarak resto rumah tidak harga ongkir mahal jarang banget makan gofood harga ongkir tolong ubah harga ongkir makan,2024-03-18 01:24:42,3,F&B,Netral,Harga,No,No
"kali ini saya kasih bintang 1, karena ada sistem yg tidak jelas dalam aduan masalah customer. ada kekeliruan makanan yang jelas2 itu dari pihak driver salah ngasih makanan ketuker sama makanan lain. tapi customer ngadu di palikasi grabfod dan anehnya pihak resto kena potong biaya sesuai dengan pesanan customer, jadi sangat merugikan resto. makanan sudah di pick up drivernya, tapi tidak nerima hasil penjualannya.karena uangnya di balikin sama customernya yg jelas2 itu bukan kesalahan resto.",kasih bintang sistem tidak adu customer keliru makan jelas2 driver salah ngasih makan ketuker makan customer ngadu palikasi grabfod aneh resto potong biaya sesuai pesan customer rugi resto makan pick up drivernya tidak nerima hasil jual uang balikin customernya jelas2 bukan salah resto,2025-10-27 19:57:27,1,F&B,Negative,Rasa,No,No
good apps helpfull,good apps helpfull,8/27/2024 10:47,5,F&B,Positive,Lainnya,No,No
Keren tempatnya dan enak makanannya. Thx to pak Adhi Suhendar atas pelayanannya,bagus tempat makan terima kasih to adhi suhendar layan,2026-04-16T09:15:24.406Z,5,F&B,Positive,Rasa,No,No
suka bangettt,suka bangettt,setahun lalu,4,F&B,Positive,Lainnya,No,No
"saya tdk bisa masuk aplikasi,selalu saja ada tulisan aplikasi sedang dalam.pemulihan,sdngkan akun sya aktif dan menerima orderan tp tdk bisa dpt kode",tidak aplikasi tulis aplikasi pulih sdngkan akun sya aktif terima order tidak dpt kode,2025-04-03 16:31:04,3,F&B,Netral,Lainnya,No,No
Sangat² membantu dalam pemasukan tapi saran saya untuk yang mau gabung resto apalagi yg masih skala kecil jangan pakai iklan walaupun dapat saldo iklan gratis karena saya benar² kapok awalnya senang penghasilan bertambah tapi yg tidak terduga adalah di hari ke 3 potongan sampai seluruh pemasukan harian saya (125rb) hari ke 4 potongan 46rb padahal saya sudah menonaktifkan fitur iklan. Semoga bisa jadi pembelajaran untuk semuanya🙏,bantu pasu saran gabung resto skala jangan pakai iklan saldo iklan gratis kapok senang hasil tambah tidak duga potong pasu hari 125rb potong 46rb nonaktif fitur iklan moga ajar,2024-08-07 06:38:17,1,F&B,Negative,Harga,No,No
aplikasi niat adu orang tau gimna. pesenan yang trakhir masuk dulu. pesanan awal malah gak kluar. tiba2 pesanan siap. padahal gak di pencet. aplikasi sering ga bunyi. mending untuk para pelanggan pesen lewat gojek aja. aplikasi adu domba,aplikasi niat adu tau gimna sen trakhir pesan tidak kluar tiba2 pesan tidak pencet aplikasi tidak bunyi mending langgan sen gojek aplikasi adu domba,2025-07-20 18:29:38,1,F&B,Negative,Lainnya,No,No
Syuka bgt syg waktu pengemasannya agak lama.. dan ekspedisinya lama bangettt bikin bete..,syuka banget syg waktu emas ekspedisi bangettt bikin bete,unknown,2,Lainnya,Negative,Lainnya,Yes,No
Psanan sampai sampai tujuan dgn cepat. Aku chat dulu krn toko nya ada di bandung bs langsung kirim ato engga ternyata seller fast response dan langsung aku buat orderan. Langsung dikirim dlm wkt 1 jam. Thank you,psanan tuju cepat chat toko bandung bs ato engga seller fast response order dlm wkt thank you,unknown,5,Lainnya,Positive,Lainnya,No,No
i definitely come here every time i come; i like both sarapan and evening meals; but prices have increased a lot from last year to this year.,definitely come here every time come like both sarap and evening meals but prices have increased lot from last year to this year,unknown,4,F&B,Positive,Lainnya,No,No
"ramah, enak, baik",ramah,Ordered on 13 February 2022,5,F&B,Positive,Rasa,No,No
"Perlu ad anak fitur buka dan tutup toko.kasihan driver yg sudah menerima pesanan ternyata toko tutup , dan juga mengecewakan customer. Juga diperlukan update photo dan harga dilakukan oleh mitra sendiri.jadi tidak menunggu lama untuk terealisasi perubahannya.",ad anak fitur buka tutup toko kasihan driver terima pesan toko tutup kecewa customer update photo harga mitra tidak tunggu realisasi ubah,2017-12-01 22:27:22,3,F&B,Netral,Harga,No,No
Barang sudah diterima penjagaan,terima jaga,unknown,2,Lainnya,Negative,Lainnya,No,No
maaf ya rasanya gk sesuai ekspetasiku..anyep g ada rasanya sama skali...masih enk mie indomie tambah sambal sendiri...heran npa orang pada antri sampe sgitunya pdhl rasanya b aja..lbh enk bikin sendiri resep byk di youtube...,maaf tidak sesuai ekspetasiku anyep skali enk mie indomie sambal heran npa antri sampe sgitunya pdhl lbh enk bikin resep byk youtube,Ordered on 14 February 2022,1,F&B,Negative,Rasa,No,No
"food and ambiance are great here, but cost of the food is high with respect to quantity. pelayanan was too lambat and can't able to manage things. we ordered raju gari kodi pulao, chicken majestic and ulvacharu kodi pulao, names are self explanatory and village names which makes the rasa buds high to rasa. overall review: raju gari kodi pulao is spicy and must rasa food if you like some liquidity in pulao.",food and ambiance are great here but cost of the food is high with respect to quantity layan was too lambat and can able to manage things we ordered raju gari kodi pulao chicken majestic and ulvacharu kodi pulao names are self explanatory and village names which makes the buds high to overall review raju gari kodi pulao is spicy and must food if you like some liquidity in pulao,3/1/2019 18:26,3,F&B,Netral,Rasa,No,No
Barista atas nama syadam ramah sekali...,barista nama syadam ramah,2025-11-23T15:09:41.784Z,5,F&B,Positive,Lainnya,No,No
pesanan sudah sampai semoga awet,pesan moga awet,unknown,5,Lainnya,Positive,Bentuk,No,No
tidak sesuai yg dharapkan .. berharap yg datang merek maspion tp kenyataan merek mikado hanya di label tempelan maspion kecil,tidak sesuai dharapkan harap merek maspion nyata merek mikado label tempel maspion,unknown,2,Lainnya,Negative,Bentuk,Yes,No
food is too spicy schezwan chicken fried rice that we cannot keep it in mouth. had to throw all the food. waste of money. i think they kept chilli powder on top,food is too spicy schezwan chicken fried rice that we cannot keep it in mouth had to throw all the food waste of money think they kept chilli powder on top,3/24/2019 16:43,1,F&B,Negative,Lainnya,No,No
tolong balikan lagi ke penerima pesanan secara otomatis bukan sistem cocol 3 mnit ribet aplg klo pas sy di kamr mandi jd btal otomatis,tolong balik terima pesan otomatis bukan sistem cocol mnit ribet aplg klo pas sy kamr mandi btal otomatis,2021-09-08 23:27:58,3,F&B,Netral,Bentuk,No,No
"Order tengah malam gadapet driver malah suruh nunggu sampe 2jam setengah buat dapet driver, gak ngotak si, kalaupun order grabfood.ny gabisa di cancel seharusnya chat CS bisa di cancel lah kalau memanh gaada driver, jangan cust yg suruh nunggu smpe ada driver,",tengah malam gadapet driver suruh nunggu sampe 2jam dapet driver tidak ngotak si grabfood ny gabisa cancel chat cs cancel memanh gaada driver jangan cust suruh nunggu smpe driver,2026-01-22 04:32:28,1,F&B,Negative,Lainnya,No,No
gofood malesin mahal ongkirnya,gofood malesin mahal ongkirnya,2025-01-10 20:47:42,3,F&B,Netral,Harga,No,No
pengirimannya cepat tp barangnya jelek langsung ngelotok teflonnya bukan maspion merek abal2t tipis ringan banget baru td nyampe dites langsung ngelok teflonnya baru skl pakait,kirim cepat barang jelek ngelotok teflonnya bukan maspion merek abal2t tipis ringan banget td nyampe tes ngelok teflonnya skl pakait,unknown,2,Lainnya,Negative,Bentuk,No,No
Sistem pembayaran yg merugikan dan tidak efisien,sistem bayar rugi tidak efisien,2023-07-27 09:16:22,1,F&B,Negative,Harga,No,No
Barang sudah sampai... pengiriman cepat.trims,kirim cepat trims,unknown,5,F&B,Positive,Lainnya,No,No
lovely tempat with decent suasana. the food is really good. one of the best pelayanan in the city in hyper local roshan was really amazing. overall i have an awesome experience. good team and l will visit again,lovely with decent suasana the food is really good one of the best layan in the city in hyper local roshan was really amazing overall have an awesome experience good team and will visit again,3/18/2019 16:17,5,F&B,Positive,Lainnya,No,No
"mau daftar shopeepay plus karena ada voucher diskon 50k, waktu udah daftar malah ilang vouchernya, gimana sih",daftar shopeepay plus voucher diskon 50k waktu udah daftar ilang vouchernya gimana,2026-04-30 12:59:53,3,F&B,Netral,Harga,No,No
"Saya sudah dapat kode verifikasi lewat sms, tapi tidak bisa lanjut ke tahap berikutnya karena tidak ada button lain selain ""Resend code"" Mohon dibantu",kode verifikasi sms tidak tahap tidak button resend code bantu,2019-03-21 12:24:25,3,F&B,Netral,Lainnya,No,No
"tipis, bagian dalam kurang rapi, untuk harga segitu jadi mahal krn ga awet",tipis rapi harga segitu mahal tidak awet,unknown,1,Fashion,Negative,Bentuk,No,No
Tidak ada yabg istimewa. Petugas parkir hanya ada anak SMA yang asik main game. Entah itu tukang parkir atau emang mau ke situ buat nyari WiFi aja. Lumayan dapet duit.,tidak yabg istimewa tugas parkir anak sma asik main game tukang parkir emang situ nyari wifi lumayan dapet duit,2021-11-15T02:03:11.705Z,3,F&B,Netral,Lainnya,No,No
