Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag
Fitur Terbaik:ok barang nggak ada yg lecet sih cuman satu lampu nggak nyala...chat admin nggak ada respon,fitur baik tidak lecet cuman satu lampu tidak nyala chat admin tidak respon,unknown,2,Lainnya,Negative,Bentuk,No
sudah sampai tapi tutupnya pecah ????,tutup pecah,unknown,3,Kesehatan & Kecantikan,Neutral,Bentuk,No
"Fitur Terbaik:dapat cherry profile keycaps gratis yg matching sama deskmatnya Sesuai dengan gambar dan deskripsi, harga juga lebih murah dari Fantech official store Awalnya pas dibuka paketnya nggak ada keycaps gratisnya, saya chat adminnya langsung di proses, 3 hari nunggu akhirnya dapat juga keycapsnya, adminnya juga ramah 👍",fitur baik cherry profile keycaps gratis matching sama deskmatnya sesuai harga lebih murah fantech official store awal pas buka paket tidak keycaps gratis chat adminnya langsung proses nunggu akhir keycapsnya adminnya ramah,unknown,2,Lainnya,Negative,Harga,No
@uncegl Weiii fore ku mana???,uncegl weiii fore ku mana,Fri Feb 28 15:44:55 +0000 2025,3,F&B,Neutral,Lainnya,No
"went with my wife. ordered tangdi kebab ,butter naan and kadai chicken. kadai chicken was really good, but little disappointed on kebabs. so my rating is 4 star here. i would love to visit again and try the other items .",went with my wife ordered tangdi kebab butter naan and kada chicken kada chicken was really good but little disappointed on kebabs so my rating is star here would love to visit again and try the other items,1/19/2019 2:31,4,F&B,Positive,Lainnya,No
"pesan gofood pengantaran express dan reguler sama saja nunggu 1jam,tolong diperbaiki sistemnya, bayar ongkir lebih mahal tapi datangnya sama aja lama🥱",gofood antar express reguler sama nunggu 1jam baik sistem bayar ongkir lebih mahal datang sama lama,2025-05-04 18:57:04,3,F&B,Neutral,Harga,No
"Original product, sealed, and working properly. Overall... good product!",original product sealed and working properly overall good product,unknown,5,Lainnya,Positive,Bentuk,No
"makanan enak, suasana nyaman. pelayanan servicenya baik dengan mas alam hermansyah",makan enak suasana nyaman layan servicenya baik mas alam hermansyah,2025-07-08T07:54:11.294Z,5,F&B,Positive,Rasa,No
kecewa berat salahnya dimana ini packing atau memang kemasan produknya yang hancur. gak sangka sekelas pronas bisa seperti ini,kecewa berat salah packing memang kemas produk hancur tidak sangka kelas pronas,unknown,1,F&B,Negative,Bentuk,Yes
"nice suasana for having buffet makan siang...quick, hot and enak servings since it is located inside roads no hassle of traffic sound.. wajib dicoba dahi paani poori...",nice suasana for having buffet makan siang quick hot and enak servings since it is located inside roads no hassle of traffic sound wajib coba dahi paani poori,8/3/2018 13:08,4,F&B,Positive,Rasa,No
Tempatnya cozy,tempat cozy,2026-04-17T12:50:39.049Z,5,F&B,Positive,Lainnya,No
"Makanannya enak, pelayanannya ramah di kasih free lolipop @irma",makan enak layan ramah kasih free lolipop irma,2026-04-24T04:03:17.080Z,5,F&B,Positive,Rasa,No
awalnya salah kirim produk 🗿 untung penjual nya bisa diajak kerjasama buat penukaran produk.. mantap,awal salah untung jual nya ajak kerjasama buat tukar bagus,unknown,2,Lainnya,Negative,Rasa,Yes
Pelayanan nya lambat,layan nya lambat,2019-04-03T10:52:57.284Z,2,F&B,Negative,Lainnya,No
"Kekecilan, ukuran tidak sesuai deskripsi",kecil ukur tidak sesuai,unknown,1,Fashion,Negative,Bentuk,Yes
"visited this tempat on saturday evening. had stuffed crab , fish starter, chicken in goan style ( was very spicy),stuffed chicken. in drinks we had bull frog, drink was strong and tasted good we went to have sea food here, only one crab was available that is very big one . suasana is nice. i didn't liked the food much. this tempat is very mahal also. overall not very happening tempat",visited this tempat on saturday evening had stuffed crab fish starter chicken in goan style was very spicy stuffed chicken in drinks we had bull frog drink was strong and tasted good we went to have sea food here only one crab was available that is very big one suasana is nice didn liked the food much this tempat is very mahal also overall not very happening tempat,3/10/2019 20:57,3,F&B,Neutral,Rasa,No
meta dani kokom tiar bagus dan ramah tmptnya nyaman dan bersih thankss gyukaku atas pelayanan dan makanan yg enak,meta dan kokom tiar bagus ramah tmptnya nyaman bersih thankss gyukaku atas layan makan enak,unknown,5,F&B,Positive,Bentuk,No
Maaf kak sampai sekarang spin nya tidak berfungsi saat mengeringkan selalu masih netes netes kak,maaf kak spin nya tidak fungsi ering selalu netes netes kak,unknown,2,Lainnya,Negative,Lainnya,Yes
"one of the best chinese restaurants in hyderabad ! love their suasana, pelayanan and obviously the food :) especially their chicken dry red chilli starter with egg fried rice.. truly amazing. keep up the good work guys..",one of the best chinese restaurants in hyderabad love their suasana layan and obviously the food especially their chicken dry red chilli starter with egg fried rice truly amazing keep up the good work guys,9/22/2018 21:22,5,F&B,Positive,Lainnya,No
Barangnya original 👍. pengiriman lama banget 1 minggu baru nyampe,barang original kirim lama banget baru nyampe,unknown,2,Lainnya,Negative,Bentuk,Yes
there were burnt livers on the liver skewers; and there were uncooked parts in the chops. good overall rasa. tripe soup is enak.,there were burnt livers on the liver skewers and there were uncooked parts in the chops good overall rasa tripe soup is enak,unknown,3,F&B,Neutral,Rasa,No
kualitas was excellent suasana was good great pelayanan by pappu chicken lollipops was good chicken fry pulav was not up to mark makanan penutup was really enak one should try it,kualitas was excellent suasana was good great layan by pappu chicken lollipops was good chicken fry pulav was not up to mark makan tutup was really enak one should try it,2/10/2019 15:50,5,F&B,Positive,Rasa,No
"barang sampai dg selamat, sesuai dg orderan, hanya saja pengirimannya yg lama, sudah di coba dan berfungsi dg baik, semoga awet aamiin",selamat sesuai order kirim lama coba fungsi baik moga awet aamiin,unknown,2,Lainnya,Negative,Bentuk,No
"tolong di perhatikan bagian karet nya, ini kebalik karetnya,, ga sm lurus jahit nya, malah dkirimin brg reject :(",perhati bagi karet nya balik karet tidak sm lurus jahit nya malah dkirimin brg reject,unknown,2,Fashion,Negative,Lainnya,No
Barangnya bagus mulus dan aseli. Iya .. . pengiriman agak lama he . .he. .,barang bagus mulus aseli iya kirim lama he he,unknown,5,Lainnya,Positive,Bentuk,No
semakin mahal ongkir gofood nya,makin mahal ongkir gofood nya,2026-05-10 13:08:29,2,F&B,Negative,Harga,No
the food was cold!! could have been better if it was hot!,the food was cold could have been better if it was hot,7/23/2018 20:15,3,F&B,Neutral,Lainnya,No
thank u,thank,7/18/2018 22:24,5,F&B,Positive,Lainnya,No
presentation : 5 stars quatity : 5 stars harga : 5 stars rasa : 3 stars freshness : 2 stars will a try once again then come to an conclusion.,presentation stars quatity stars harga stars rasa stars freshness stars will try once again then come to an conclusion,7/1/2018 21:39,3,F&B,Neutral,Rasa,No
"Pengiriman cepat, mouse berfungsi baik, silent click nya benaran juga. Tp scroll nya kurang silent. Lalu, agak berat ya minus nya. Jd kurang nyaman pas pemakaian. Sesuai harga 👍",kirim cepat mouse fungsi baik silent click nya benar scroll nya kurang silent lalu berat minus nya jadi kurang nyaman pas pakai sesuai harga,unknown,2,Lainnya,Negative,Bentuk,No
minta yg biru di kasih toska,minta biru kasih toska,unknown,3,Fashion,Neutral,Lainnya,No
"Kualitas produk baik, hanya saja pengiriman tidak pakai bubble warp padahal antar pulau",kualitas baik kirim tidak pakai bubble warp padahal antar pulau,unknown,2,Lainnya,Negative,Bentuk,No
"this luxurious restoran is located in one of the most posh areas of hyderabad. situated on the 10th floor of sheraton, the extravaganza starts right from its entrance. unlike it's location, it is not too economical, neither mahal to skint you out of money. the ambiance is subtle, dim lights and decorated with fancy wooden furniture to add the extra wowness. the menu is sorted, right from starters to main course to desserts! we ordered slowly cooked lamb, freshly prepared chicken and shrimp... these were from the chef's menu!! not a highly preferred tempat, however, you can visit for the experience of high end hospitality!",this luxurious restoran is located in one of the most posh areas of hyderabad situated on the 10th floor of sheraton the extravaganza starts right from its entrance unlike it location it is not too economical neither mahal to skint you out of money the ambiance is subtle dim lights and decorated with fancy wooden furniture to add the extra wowness the menu is sorted right from starters to main course to desserts we ordered slowly cooked lamb freshly prepared chicken and shrimp these were from the chef menu not highly preferred tempat however you can visit for the experience of high end hospitality,1/3/2019 16:43,5,F&B,Positive,Rasa,No
"Harga:murah Bahan/Material:bagus cuma kotor kotor ,lecet juga di bawah nya tapi its ok masih bisa di pake",harga murah bahan material bagus cuma kotor kotor lecet bawah nya its pake,unknown,2,Lainnya,Negative,Bentuk,No
"Came to redeem the birthday treats on weekday. I got free sirloin meltique steak w/ creamy mushroom sauce and small cake (maybe brownies). I also ordered rib eye grain fed with barbeque sauce, mushroom soup truffle and tower lemon grass. Steaks was tender and juicy. Soup was thick-creamy-warm soup. Beverage was sweet and fresh. And a cake was delicious. Overall the taste was nothing failed. Minus was the air conditioner is not cold enough. Surely we will be back next time!",came to redeem the birthday treats on weekday got free sirloin meltique steak creamy mushroom sauce and small cake maybe brownies also ordered rib eye grain fed with barbeque sauce mushroom soup truffle and tower lemon grass steaks was tender and juicy soup was thick creamy warm soup beverage was sweet and fresh and cake was delicious overall the taste was nothing failed minus was the air conditioner is not cold enough surely we will be back next time,2024-10-24T01:41:19.085Z,5,F&B,Positive,Rasa,No
the best yum yum tree branch till date. the chicken zinger burger is a wajib dicoba. a rooftop restoran makes it best to hangout . the suasana is great.,the best yum yum tree branch till date the chicken zinger burger is wajib coba rooftop restoran makes it best to hangout the suasana is great,10/30/2018 19:32,5,F&B,Positive,Lainnya,No
"di Aroem Bekasi dan langsung suka banget sama tempatnya. Suasananya nyaman, elegan, dan ada view danau yang bikin makan jadi lebih santai dan berkesan. Tempatnya juga luas dan estetik, cocok banget buat makan bareng keluarga atau kumpul sama teman. Makanannya juga enak-enak, menu khas Nusantaranya beragam dan rasanya autentik. Bumbunya terasa pas dan porsinya juga cukup memuaskan. Pelayanannya ramah dan cepat, jadi pengalaman makan di sini terasa nyaman dari awal sampai selesai. Overall, Aroem Bekasi recommended banget buat yang lagi cari restoran dengan suasana bagus dan makanan yang enak di area Bekasi. Pasti bakal balik lagi! ✨ 📍 Restoran ini berada di kawasan Summarecon Bekasi dan dikenal dengan interior elegan serta pemandangan danau yang cantik, sehingga sering dipakai juga untuk acara keluarga atau event.",aroem bekas langsung suka banget sama tempat suasana nyaman elegan view danau bikin makan jadi lebih santai kesan tempat luas estetik cocok banget buat makan bareng keluarga kumpul sama teman makan enak enak menu khas nusantara agam rasa autentik bumbu asa pas porsi cukup muas layan ramah cepat jadi alam makan asa nyaman awal selesai overall aroem bekas recommended banget buat cari restoran suasana bagus makan enak area bekas bakal balik restoran ada kawasan summarecon bekas kenal interior elegan pandang danau cantik sering pakai acara keluarga event,2026-03-12T12:33:00.635Z,5,F&B,Positive,Rasa,No
"Pesen makanan masa 2 jam, jelek banget kalau grabfood",sen makan masa jelek banget kalau grabfood,2026-03-11 18:32:32,1,F&B,Negative,Rasa,No
"it is overrated casual chinese food, with lot of oil. you can call it more of indian chinese. ordered wolly chicken average. flat noodles very oily. thread chicken was oily. the captain/manager denied us axis bank card discount because it was not told before. no restoran denied me that discount before. quantity is too much and they charged more than what was mentioned in the menu. seriously it is an overated ""indian chinese"" restoran. one star is for the thread chicken starter (oily, fried).",it is overrated casual chinese food with lot of oil you can call it more of indian chinese ordered wolly chicken average flat noodles very oily thread chicken was oily the captain manager denied us axis bank card discount because it was not told before no restoran denied me that discount before quantity is too much and they charged more than what was mentioned in the menu seriously it is an overated indian chinese restoran one star is for the thread chicken starter oily fried,5/5/2019 22:59,1,F&B,Negative,Lainnya,No
barang sudah pasti original karena memang official store... yang jadi masalah itu pengiriman nya lumayan lama... padahal harusnya official store bisa lebih cepat lagi dari toko biasa...,original memang official store jadi masalah kirim nya lumayan lama padahal harus official store lebih cepat toko biasa,unknown,2,Lainnya,Negative,Bentuk,No
"it was a funny experience there. while the main course is quite satisfying, the deserts were a total let down. the ground floor could definitely do with some ventilation, the fumes from the washroom will drive everyone away.",it was funny experience there while the main course is quite satisfying the deserts were total let down the ground floor could definitely do with some ventilation the fumes from the washroom will drive everyone away,1/15/2019 11:00,3,F&B,Neutral,Lainnya,No
saya ketemu cewr saya disini jadi kalo bisa bintang 10,ketemu cewr sini jadi kalo bintang,2026-04-06T14:27:19.657Z,5,F&B,Positive,Lainnya,No
@MtchaPeach sejak kapan fore jadi tempat nugas,mtchapeach sejak kapan fore jadi tempat nugas,Fri Feb 28 01:21:15 +0000 2025,3,F&B,Neutral,Lainnya,No
"i'm obsessed with the irani chai at karachi cafe. the first time i had irani chai was here and i fell in love with the tempat. my friend and i come here once in a while to catch up and we just love this cafe. it's so cute, quiet, and very pretty. i love the theme. i'm not really sure how the food is. we've had their mawa cake which goes great with the chai and the paneer sub which wasn't that great. but nonetheless, it's one of my favorite places.",obsessed with the irani chai at karachi cafe the first time had irani chai was here and fell in love with the tempat my friend and come here once in while to catch up and we just love this cafe it so cute quiet and very pretty love the theme not really sure how the food is we ve had their mawa cake which goes great with the chai and the paneer sub which wasn that great but nonetheless it one of my favorite places,10/29/2018 2:02,4,F&B,Positive,Bentuk,No
