Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm,Dataset_Source,Data_Split
"Berfungsi dengan baik, plug and play",fungsi plug and play,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
Fitur Terbaik:bagus sesuai,fitur baik bagus sesuai,unknown,5,Multi platform,Positive,Bentuk,No,Lainnya,No,Dipawidia,train
"Kualitas barang dijamin original Pengiriman cepat pakai cargo Harga termurah daripada toko lain, apalagi offline",kualitas jamin original kirim cepat pakai cargo harga murah toko offline,unknown,5,Multi platform,Positive,Bentuk,No,Lainnya,No,Dipawidia,train
"baru sempet ulas,barang bgus cpet lebih cpet dri estimasi.",sempet ulas bgus cpet cpet dri estimasi,15 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Pelayanan bagus ,rasa enak tempat nyaman #irmaa",layan bagus enak nyaman irmaa,2026-02-11T13:28:34.232Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"barang sesuai pesanan dan mendarat dengan aman,,semoga awett",sesuai pesan darat aman moga awett,06 Apr 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"jos...pengiriman terjamin,cepat...pokoknya pro bgt",bagus kirim jamin cepat pokok pro banget,28 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Flasdisk 8 gb. Bisa bayar ditempat nggak ya.,flasdisk gb bayar tempat,2019-10-02,3,Lazada,Neutral,Harga,No,Elektronik,No,Lazada,train
"Mantap bgt TVnya sesuai pesanan. Packingan aman, bayar dengan COD tapi pengiriman cepet banget💯😍😍",bagus banget tvnya sesuai pesan packingan aman bayar cod kirim cepet banget,09 Jun 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
kecewa. sama saja ternyata. reason tolong liat reason saya sampe nggak mau nulis lagi...,kecewa reason tolong liat reason sampe nulis,17 Mar 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No,Lazada,train
"salah kasih wrna, ak pesen brown yang datang grey... huhu",salah kasih wrna ak sen brown grey huhu,unknown,3,Tokopedia,Neutral,Lainnya,No,Kesehatan & Kecantikan,No,PRDECT-ID,train
laptop di packing kayu.. bekerja dengan normal.. cuma pengiriman agak lama di ekspedisi.. mudah2an awet..,laptop packing kayu normal kirim ekspedisi mudah2an awet,03 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
alhamdulillah sampe yg ditunggu-tunggu. good pkonya👍❣,alhamdulillah sampe tunggu tunggu good pkonya,29 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Mntap buat nonton drama korea. Trima ksih lazada. Nonton drakor jadi tambah seru, oppa oppa yang ganteng lngsung jdi tambah mirip sama mimi peri. Overall really good",mntap nonton drama korea trima ksih lazada nonton drakor seru oppa oppa ganteng lngsung jdi mimi peri overall really good,2019-10-02,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
ppuuas semoga awet,ppuuas moga awet,20 Jun 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"packing rapi dan aman,barang original,tp blm dibuka dan dicoba semoga normal dan gak da minus,pengirimannya laama hampir 1 minggu.",packing rapi aman original buka coba moga normal da minus kirim laama,09 Sep 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Sedikit cemas...... Sedikit cemas, kerna no resi dacota exp nya gak bisa di cek..... Tapi Untuk barang nya, baguss paking nya rapi, pakai kayu...... Semoga awet selalu........ Thx lazada...... Tetap jaya terus.......",cemas cemas kerna no resi dacota exp cek baguss paking rapi pakai kayu moga awet terima kasih lazada jaya,10 Feb 2017,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Flashdisk nya BELUM DATANG.. Lazada atau penjuannya yg koplak! Barang belum diterima dibilang sudah diterima!,flashdisk lazada juan koplak terima bilang terima,17 Okt 2017,1,Lazada,Negative,Lainnya,No,Elektronik,No,Lazada,train
mantab tp flashdisk nya dah ilaaaang 😫,mantab flashdisk dah ilaaaang,09 Agu 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Produk sudah diterima dengan baik, tanpa lecet, kurirnya ramah, walaupun pngiriman lama.tapi terimakasih.",terima lecet kurir ramah pngiriman terimakasih,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,train
"Minum kopsus, ga enakk banget. Harga rp15rb jadi terasa sangat mahal dibanding rasa. Kentang goreng cuma sauprit harga 20rb, ga rela lah.. Tapi kalau mau foto2 doang ya bolehlah singgah, krn warung ini termasuk warung perdana yg membuat cafe unik di panatapan. Tp kalau makanan minuman, ga rekomended.. jauhhlah.",minum kopsus enakk banget harga rp15rb mahal banding kentang goreng sauprit harga 20rb rela foto2 doang singgah warung warung perdana cafe unik panatapan makan minum rekomended jauhhlah,2019-06-28T09:24:16.054Z,2,Google Maps,Negative,Rasa,No,F&B,No,GoogleMaps,train
"seller yg luar biasa, respon yang sangat baik dan semoga dapat dipertahankan dan semakin baik.",seller respon moga tahan,14 Okt 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Kecewa. Pengiriman lama, warna yang dateng putih bukan hitam",kecewa kirim warna dateng putih hitam,17 Jan 2017,1,Lazada,Negative,Bentuk,Yes,Elektronik,No,Lazada,train
Barang ok. Bagus dech sesuai,ok bagus dech sesuai,06 Des 2016,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
bagus dan sesuai .. cepat pengirimannya,bagus sesuai cepat kirim,18 Okt 2016,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Cicilan. Bisa ga saya ambil televisi ini d ngan di kredit,cicil ambil televisi ngan kredit,2019-10-02,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"barang cepet sampai, order kapan sampenya hr brikutnya",cepet sampenya hr brikutnya,17 Feb 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Kwalitas barang bagus cm sayang gk dikasih jack antene,kwalitas bagus cm sayang kasih jack antene,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,train
"pembelian kedua barang yang sama, produk memuaskan semoga awet. cuma telat di pengiriman aja, dlu gak nyampe sehari barang udh datang di Makassar, yg ini butuh wakktu 5 hari",beli muas moga awet telat kirim dlu nyampe hari makassar butuh wakktu,14 Mei 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Tgl 17 order tgl 21 yampe magetan jatim. anak ku sedeng bgiut,tgl tgl yampe magetan jatim anak ku sedeng bgiut,16 Apr 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Barang sudah sampai dan kwalitas mantap cepat sampai,kwalitas bagus cepat,20 Feb 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
"koq packingnya cm bublewrap aja, pdhal kan elektronik. dikira bakal pakai kayu😥 untung datang dengan aman kualitas ok, bagus👍, bisa you tube krn anak2 suka nonton. semoga awet ga da masalah krn baru pasang 1hr.",koq packingnya cm bublewrap pdhal elektronik pakai kayu untung aman kualitas ok bagus you tube anak2 suka nonton moga awet da pasang 1hr,15 Mei 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"barang selamat sampai Riau, Sumatra. kurir ramah, TV berfungsi sangat baik",selamat riau sumatra kurir ramah tv fungsi,15 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"mkasih lazada, makasih coocaa, semoga awet tv'y😁",mkasih lazada terima kasih coocaa moga awet tv,26 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
packing berantakan ada yg bocir tumpah semua,packing beranta bocir tumpah,unknown,1,Tokopedia,Negative,Lainnya,No,Kesehatan & Kecantikan,No,PRDECT-ID,train
"ini pesanan yg ke-2x, 4 pcs & sangat rekomended 👍👍",pesan 2x pcs rekomended,22 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"barang mantap, bakal ngulang kalo ad promo lg",bagus ngulang kalo ad promo lg,26 Apr 2018,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
ok banget deh ini plash disk,ok banget plash disk,2019-10-02,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
barang mendarat dengan aman...sudah di cek semua normal,darat aman cek normal,20 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Kereeeeeeeen Mantaaaaaaaaaaaaaaaap tadi mau beli BMG tapi liat selisih harga beda tipis jelaaaaaaas POLITRON dong terjamin klok beli tape tv dvd POLITRON sony aiwa samsung jgn diragukaaaan lagi Mantaaaaaaaaaaaaaaaap,kereeeeeeeen mantaaaaaaaaaaaaaaaap bmg liat selisih harga beda tipis jelaaaaaaas politron jamin klok tape tv dvd politron sony aiwa samsung jgn diragukaaaan mantaaaaaaaaaaaaaaaap,25 Jan 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"alhamdulillah mendarat dicikarang dengan selamat pesenang senin pagii sampe cikarang selasa siang segel , kurir ramah cuma masih bingung ini office sudah ori ato cuma free trial gan? terus kok ada bercak hitam dipojok kanan atas bisa kah ditukar dengan unit lain ??? mohon pencerahan ? makasih lazada semoga makin maju kedepannya",alhamdulillah darat dicikarang selamat senang senin pagi sampe cikarang selasa siang segel kurir ramah bingung office original ato free trial gan bercak hitam pojok kanan kah tukar unit cerah terima kasih lazada moga maju depan,09 Sep 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Hard disk Sesuai deskripsi, sesuai ekspektasi... semoga awet 👍👍»»» (o '⌣' )",hard disk sesuai sesuai ekspektasi moga awet,12 Des 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"masih ditunggu untuk free dari iflik, catchplay, dan hooq nya. kenapa yg baru saya terima free iflixnya saja ya?",tunggu free iflik catchplay hooq free iflixnya,27 Mar 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Masih dikerdus belom dipakai hahaha,dikerdus bom pakai hahaha,08 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"barang ok, cm gmn untuk mengaktifkan bonus Hooq & Catchplaynya ya?",ok cm gmn aktif bonus hooq catchplaynya,06 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
lumayanlah dengan harga segitu,lumayan harga segitu,14 Jan 2019,3,Lazada,Neutral,Harga,No,Elektronik,No,Lazada,train
"received and tested. sudah diterima dan OK punya ( sedang testing file... so far is Good ), 29GB size. barang di segel :) /parmi",received and tested terima ok testing file so far is good 29gb size segel parmi,25 Jul 2016,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
senenggg bngt dgn hrg promo dr lazada bs dpt smart tv 40 inch dgn hrg yg terjangkau.. tvnya jg udh di cb dan tdk ada mslh..,senenggg bngt hrg promo dr lazada bs dpt smart tv inch hrg jangkau tvnya cb mslh,27 Mar 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"respon penjual cepet, barang bagus, untuk kelengkapannya lengkap kok, btw ini keeb mecha pertama saya 😁, Build quality-nya terbaik.",respon jual cepet bagus lengkap lengkap btw keeb mecha build quality baik,unknown,5,Multi platform,Positive,Bentuk,No,Lainnya,No,Dipawidia,train
cakep. belum test semoga awet,cakep test moga awet,27 Jun 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"awalnya sih was2 pesan TV nya tapi pas sampai hatinya lega lengkap dengan packing kayu dan TV nya pun semua aman terkendali... pokoknya mantap banget lazada nya, nanti orderan berikutnya juga ah 🤗",was2 tv pas hati lega lengkap packing kayu tv aman kendali pokok bagus banget lazada order ah,25 Feb 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
ok. smoga awet,ok smoga awet,15 Mar 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Pengiriman nya cepat, real pict juga .. Cuman belum. D coba..",kirim cepat real pict cuman coba,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
Cukup puas.,puas,08 Jun 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"beli pas 9.9 datng unit tgl 12.9 dgn harga3.6 tdk dpt premium vip card,knapa tidak disertakan? agak kecewa dengan fisik tv yg ditampilkan ternyata masih ada bezelnya tidak sesuai dgn gambar yg diiklan kan (infinity view) saya kira tv ini tanpa bezel dikanan kiri dan atasnya. tertarik beli ini krn saya lihat tanpa bezel.ternyata oh ternyata(lihat gbr yg saya lampirkan) mending beli yg tipe biasa. untuk fitur sudah coba beberapa sih aman dan lancar",pas datng unit tgl harga3 dpt premium vip card knapa serta kecewa fisik tv tampil bezelnya sesuai iklan infinity view tv bezel kan kiri atas tarik bezel oh gbr lampir mending tipe fitur coba aman lancar,09 Sep 2018,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"rekomended, barangnya sesuai deskripsi, kurir jne juga cepat dan sigap, utk harga murah tapi kualitas tidak murahan. semoga awet. ini kartu garansinya kok gak ada? cara klaim garansinya gimana misalkan ada apa2?",rekomended barang sesuai kurir jne cepat sigap harga murah kualitas murah moga awet kartu garansi klaim garansi gimana apa2,10 Des 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Mantap, pengiriman sangat cepat brooo goodlah",bagus kirim cepat brooo goodlah,unknown,5,Multi platform,Positive,Rasa,No,Lainnya,No,Dipawidia,train
"Barang sudah saya terima dengan kondisi baik walaupun cuma buble warp, setting Dari HP nya cuma bisa tuk hp tertentu, Setting TV analog awalnya agak bingung dan jk sdh terbiasa akan mudah dengan remotenya, Hoox sdh diterima by email free 3 bulan namun film nya film lawas. So Far So Good, Recommended Seller, Pengiriman lumayan cepat, Kurir Ramah. Thanks Lazada",kondisi buble warp setting hp tuk hp setting tv analog bingung jk biasa mudah remotenya hoox terima by email free film film lawas so far so good recommended seller kirim lumayan cepat kurir ramah terima kasih lazada,06 Jan 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
keren asli mantap 🔥,bagus asli bagus,unknown,5,Multi platform,Positive,Rasa,No,Lainnya,No,Dipawidia,train
"Mantaf. Sudah diterima dengan baik, bisa COD lagi... Sampe palembang lumayan cpt... Tapi kurang cpt... He..he..",mantaf terima cod sampe palembang lumayan cpt cpt he he,03 Okt 2016,3,Lazada,Neutral,Lainnya,No,Elektronik,No,Lazada,train
so far barangnya ok setelah pakai 1 bulan. Cm untukbproses installment mesti diperbaiki lagi prosesnya,so far barang ok pakai cm untukbproses installment mesti baik proses,06 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
walaupun barang terlambat saya terima tetapi barang bagus terima kasih. Saya mohon bantuannya agar invoice barang tersebut segera dikirimkan kepada kami terima kasih banyak atas bantuannya,lambat bagus kasih bantu invoice kirim kasih bantu,10 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"recomended, ada kartu garansi 10 tahunnya.. murah meriah",recomended kartu garansi tahun murah riah,11 Nov 2018,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
terima kasih lazada paket nya sudah sampai sesui pesan dan tepat waktu,kasih lazada sesui waktu,04 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Keterlambatan pengiriman... Pesanan sy tgl 13 des 2017 & estimasi pengiriman tgl 14 - 17 des 2017, barangnya sy terima tgl 21 des 2017. Walaupun terlambat & lewat dr estimasi tp gpp apa2 yg penting udh sampai. Trmksh Lazada & Sellernya",lambat kirim pesan sy tgl des estimasi kirim tgl des barang sy tgl des lambat dr estimasi gpp apa2 trmksh lazada sellernya,13 Des 2017,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
oke bngt ....,oke bngt,30 Sep 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Jangan beli disini barang rongsokan,rongsok,unknown,2,Multi platform,Negative,Lainnya,Yes,Lainnya,No,Dipawidia,train
Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,iklan seragam pgri kemeja hem katun pria bahan katun smg iklan shg langgan kecewa lo,unknown,2,Tokopedia,Negative,Bentuk,Yes,Fashion,No,PRDECT-ID,train
pengiriman cepat. thx lazada,kirim cepat terima kasih lazada,04 Jan 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"barang cepat sampai, sesuai deskripsi. makasie",cepat sesuai makasie,09 Sep 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
barang oke. sesuai pesanan,oke sesuai pesan,13 Mar 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Enak nyaman , pelayan yusuf susanto oke",enak nyaman layan yusuf susanto oke,2026-02-05T10:54:12.686Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"Barang sudah sampai. packing rapi, pengiriman cepat, respond seller juga cepat. semoga awet.",packing rapi kirim cepat respond seller cepat moga awet,14 Mei 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
barang udah diterima dengan baik pekingnya juga rapih terimakasih banyak untuk lazada sukses selalu,udah terima peking rapih terimakasih lazada sukses,29 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
cepat sampai kemasan baik,cepat kemas,24 Agu 2018,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"lumayanlah. saya kira harga segitu dapat kartu simnya buat kloning,ternyata cuma sim reader dan cd drivernya aja,jadi blm bisa digunakan maksimal barang bagus,cuma pengiriman agak lama mungkin karena dari luar negeri",lumayan harga segitu kartu simnya kloning sim reader cd drivernya maksimal bagus kirim negeri,26 Jul 2018,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
tv bagus sesuai spesifikasi dan harga murah bgt... tp pengiriman logistik'a lama so far so good,tv bagus sesuai spesifikasi harga murah banget kirim logistik so far so good,09 Sep 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
sangat bagus gak kecewa pkonya deh,bagus kecewa pkonya,27 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Fitur Terbaik:kurang baik Hai kak,kok ada goresan ny yah yg warna hitam bantu jawab yah kk",fitur baik kak gores ny yah warna hitam bantu yah kk,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,Yes,Dipawidia,train
original pengemasan dan pengiriman standar.. siiiipplll,original emas kirim standar siiiipplll,unknown,5,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No,PRDECT-ID,train
"Barang sesuai pesanan,produk bagus banget,sayangnya pengirimannya sangat lambat.mudah2an bisa di perbaiki lagi.banyak pelanggan lazada yg pindah ke toko sebelah karena di sana pengirimannya jauh lebih cepat.",sesuai pesan bagus banget sayang kirim lambat mudah2an baik langgan lazada pindah toko belah kirim cepat,12 Des 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Enak masakannya tapi nasinya dikit,enak masakan nasi dikit,2025-12-23T01:55:35.766Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
respon cepat barang sesuai pesanan,respon cepat sesuai pesan,unknown,5,Tokopedia,Positive,Lainnya,No,Fashion,No,PRDECT-ID,train
Mantul seller,mantul seller,13 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Lumayan lah,lumayan,27 Mar 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
