Review_Text,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm,Review_Text_Preprocessed
Makaan 3nak @septi,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,maka 3nak septi
Maakaann suoer enak tempat nyaman.. Terumakasih Mba Maya sangat ramahhh,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,maakaann suoer nyaman terumakasih mba maya ramahhh
Makanan enaak semua. Bumbunya medhok. Mas yusuf susanto waitressnya jg helpful,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enaak bumbu medhok mas yusuf susanto waitressnya jg helpful
Makanannya enak pelayanan memuaskan Nurlelawati,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan muas nurlelawati
Mantappppp👌 …,10 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantappppp
enakkk bgttt Makanan nyaa mantapp rekomen bgtt buatt cobainn,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,enakkk bgttt makan nyaa mantapp rekomen banget buatt cobainn
Buat acara nikah mantap,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,acara nikah mantap
Good mantabb makanan oke tempat bersih suasana nyaman Rere dan Susanto terima kasih,3 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,good mantabb makan oke bersih suasana nyaman rere susanto terima kasih
Tempat nya besttt wajib dateng kesini deh,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,besttt wajib dateng kesini
Harga oke rasa mantab,8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,harga oke mantab
rasanya enak dan bersih untuk pelayanannya mba maya ramah dan melayani dengan baik,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bersih layan mba maya ramah layan
Ini tempat asyik untuk nongkrong.,8 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,asyik nongkrong
Tempatnya luas Makanannya 95/100,8 bulan lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,tempat luas makan
"Ambience oke bgt, rasa & pelayanannya juga",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,ambience oke banget layan
makanannya enak penyajian nya cepa pelayanan memuaskan view nya rekomended 👍 …,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan saji cepa layan muas view rekomended
Makanan enak tempat nyaman pelayanan ramah mas kurnia,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman layan ramah mas kurnia
RERE Utk pelayanan over all bagus Menu minum cheler ice tea nya kurang manis.,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,rere layan over all bagus menu minum cheler ice tea manis
Terima kasih.,4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,terima kasih
Pelayanan nya bagus dan Makanan nya enak -Rahmat,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan bagus makan rahmat
Tempatnya bagus ..Menenangkan Makanannya enak2 Recommend bangat....,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat bagus tenang makan enak2 recommend bangat
Endul surendul..it's really good.,11 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,endul surendul it really good
"Tempatnya nyaman, makanan enak",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat nyaman makan
"tempat nya nyaman makanan nya enak, pelayan nya ramah",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nyaman makan layan ramah
"makanannya enak enak dan suasananya adem indah, pelayanannya bagus, ramah dan sopan",5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana adem indah layan bagus ramah sopan
"Pelayanannya baik, makannya enak bangeet, fresh, udah dua kali kesini sama keluarga",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan makan bangeet fresh udah kesini keluarga
"Makanannya enak banget,pelayanan nya juga cepet..restonya luas.rekomen deh",10 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan banget layan cepet restonya luas rekomen
"MANTAAAP, MAS JORDI PATEEEN",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,mantaaap mas jordi pateeen
tempat nya bagus makanan nya enak acara bday party disini seru bg,10 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bagus makan acara bday party seru bg
"Makanannya enak, menu bayak dan suasana nyaman di tepi danau.",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan menu bayak suasana nyaman tepi danau
mantapppp . pelayanan cepat enak tapi makanannya kemanisan,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantapppp layan cepat makan manis
"Makanannya eunak, suasana sejuk, pelayanan juga ok..assyik deh buat acara kelg..",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan eunak suasana sejuk layan ok assyik acara kelg
Tempat makanan suasana semuanya oke,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan suasana oke
Makanan nya enak dan tempat nya bagus kok,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan bagus
tempatt nongkii ternyamann enakk pelayanannya cepet bgtttt,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempatt nongkii ternyamann enakk layan cepet bgtttt
"Makanannya enak enak, pelayanan nya sangat baik 👍 …",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan
Makanan enak pelayanan bagus ka maya . Mantapp 😍 …,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan bagus ka maya mantapp
Enakk seafoodnya pelayanan best mas rohmatt goodjob,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,enakk seafoodnya layan best mas rohmatt goodjob
"Tempatnya cozy, banyak spot foto",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,tempat cozy spot foto
"Bagus, Kak Syafiq",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bagus kak syafiq
Recommended tempat makan,6 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,recommended makan
"Makanannya enak enak, tempat bersih, dan pelayanan oke",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan bersih layan oke
"cozy place , makanan nya endul gak bau amis",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,cozy place makan endul bau amis
"ice cafe lattenya enak, pas mantaunya juga enak",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,ice cafe lattenya pas mantaunya
ENAAAKK bgttt nasi goreng siantarnyaaa!!🤍 …,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,enaaakk bgttt nasi goreng siantarnyaaa
hilangnya nyawa,7 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,hilang nyawa
"Pelayanan ok dan ramah, makanan enak, cocok untuk moment kelg.",7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan ok ramah makan cocok moment kelg
Okelah pokoknya... banyak spot fotonya,3 tahun lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,oke pokok spot foto
"tempat nya luas,suasana nyaman, ikan bakar nya mantap, pelayanan rere baik ramah",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,luas suasana nyaman ikan bakar mantap layan rere ramah
"Makanannya enak, fresh, cocok dgn lidah. Pelayanan Maya sangat memuaskan",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan fresh cocok lidah layan maya muas
"Enakk makannnya fresh and kepiting favorit sih , tq mas rokhmatulloh",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,enakk makannnya fresh kepiting favorit tq mas rokhmatulloh
"Masakannya enak…tempatnya nyaman..rekomended lah pokoknya, next bakal balik lagi",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,masakan tempat nyaman rekomended pokok next
Mantaaap,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,mantaaap
Enak banget makanan nya semua nya terbaik,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,banget makan baik
Tidak ada ruangan makan khusus perokok sehingga campur dengan anak kecil,setahun lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,ruang makan okok campur anak
"Servicenya so excellent, mas adit terutama, cozy dan nyaman juga tempatnya",setahun lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,servicenya so excellent mas adit cozy nyaman tempat
"suasana nya nyaman,makanannya enak kepitingnya sedep,cuminya seger",2 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,suasana nyaman makan kepiting sedep cuminya seger
makanannya enak dan pelayanannya sangat ramah namanya mbak Susan 👍 …,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah nama mbak sus
"Makanan semua nya best, pelayanan sangat ramah dan cepat, view sangat bagus.",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan best layan ramah cepat view bagus
Tempatnya nyaman dan makannya enak sangat rekomend 😍 …,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat nyaman makan rekomend
terbaiktttttt,sebulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,terbaiktttttt
"Walopun dipusat kota, suasana nya enak... Makanan nya lumayan enak juga.",11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,walopun pusat kota suasana makan lumayan
Ultah kesini gak kecewa Makanan enak Pelayan kami mas iman,7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,ultah kesini kecewa makan layan mas iman
"makanannya enak, fresh, dan tempatnya nyaman",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan fresh tempat nyaman
Makanannya enakkkkkkk... kangkung kesukaan mama aku.. pelayanannya mantab,10 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enakkkkkkk kangkung suka mama layan mantab
sangat memuaskan lah hehehehe,5 bulan lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,muas hehehehe
"Makanannya gak pernah gagal selalu top perform, pelayanan mbak Maya excellent",3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan gagal top perform layan mbak maya excellent
Rasanya bikin nagih nasi kebuli kambingnya,2 tahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bikin nagih nasi kebuli kambing
"Pokoknya mantep,, Apalagi mas ridwan pelayanannnnya,,",7 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,pokok mantep mas ridwan pelayanannnnya
Gurame saos thailandnya recommended.. mas-masnya juga sangat membantu 👍🏻 …,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,gurame saos thailandnya recommended mas mas bantu
"Makanan enak, pelayanan bagus Pelayan mas yusuf susanto",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan bagus layan mas yusuf susanto
Makanan dan suasananya nyaman,2 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,makan suasana nyaman
"Tempat nya bagus,pelayanan nya juga oke masakan nya juga enak enak",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bagus layan oke masakan
Rekomen makan dan minum disini.. 👍 …,4 bulan lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,rekomen makan minum
Makanan nya enak,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan
Barista bernama Syafiq adalah pria yang ramah dan baik.,7 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,barista nama syafiq pria ramah
"makanannya enak,pelayanan maya sipp ramah memuaskannn",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan maya sipp ramah memuaskannn
Makanannya enak dan pelayanannya luar biasa,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan
"mantap semua apalagi saus atah hejonya, pelayanannya juga ramah dari mba maya",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantap saus atah hejonya layan ramah mba maya
"Makanan datang dengan cepat, Dan rasa enak semua, pelayanan juga cepat(maya",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan cepat layan cepat maya
"Makanannya enak, pelayanannya baik, tempatnya nyaman",7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan tempat nyaman
makanannya enak2 dan suasana nyaman. mba Rani sangat membantu dalam melayani kami,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enak2 suasana nyaman mba rani bantu layan
Makanannya enak bangat🥰🥰 …,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan bangat
menarik banget dan tempatnya lumayan luas+bersih dan nyaman,3 bulan lalu,4,Google Maps,Positive,Bentuk,No,F&B,No,tarik banget tempat lumayan luas bersih nyaman
Tempat nya lumayan buat acara......👍 …,2 tahun lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,lumayan acara
Magiin...yg skrg udah buka 24h. Ngilangin migrain..,7 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,magiin skrg udah buka 24h ngilangin migrain
stabil,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,stabil
"Makanan enak, tempatnya juga comfy, pelayanan baik",11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempat comfy layan
"Pengunjung ramai , terutama jam mkn siang",4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,unjung ramai jam mkn siang
Makanan nya enak tempat nya nyaman Pelayanannya memuaskan 🥰🥰 …,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman layan muas
"Makan nya enak dan murah, pelayanan ramah,, rekomenddd bgt",7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan murah layan ramah rekomenddd banget
"makanan nya enakk, tempat nyaman ada kolam ikan, pelayanan maya baikk ramah",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enakk nyaman kolam ikan layan maya baikk ramah
Makanan dan layanan nya sangat memuaskan,6 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan layan muas
"tempatnya nyaman, masakannya enak, harga terjangkau",8 bulan lalu,5,Google Maps,Positive,Harga,No,F&B,No,tempat nyaman masakan harga jangkau
Mie ayam Pak Farid adalah yang terbaik.,3 tahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,mie ayam farid baik
"makanya enak semua ,ikan saus Padang nya paling mantap,pelayanan Maya baikk bagus",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,ikan saus padang mantap layan maya baikk bagus
Bola ubinya enak. Kopinya lumayan. Tempatnya enak buat kerja,6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bola ubi kopi lumayan tempat
Makanannya Enak dan Pelayanan Top Terimakasih Mas Zusup Susanto,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan top terimakasih mas zusup susanto
band nya kerennnnn,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,band kerennnnn
"Makannya mantap, enak.. suasananya juga oke. Next Dateng lagi.",2 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,makan mantap suasana oke next dateng
Makanan Oke dan pelayanan baik (zusup susanto),3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan oke layan zusup susanto
"Makanan nya enak,tmpt nya nyaman,asik buat kumpul2 ......👍🏻 sukses trs yaaa …",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tmpt nyaman asik kumpul2 sukses trs yaaa
"Oke, enak sekali.",11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,oke
Paling cocok untuk kumpul keluarga,7 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,cocok kumpul keluarga
"Makanan nya ok mantap enak, pelayanan Maya ramah",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan ok mantap layan maya ramah
"Makanannya enak, tempatnya bersih, pelayanannya Mas Kurnia ramah banget!",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempat bersih layan mas kurnia ramah banget
"Makananya enak enak,bisa adain acara disini Pelayanan ramah ramah terutama maya",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makananya adain acara layan ramah ramah maya
Tempatnya luas,8 bulan lalu,3,Google Maps,Neutral,Lainnya,No,F&B,No,tempat luas
"Tempat dan suasananya bagus,makanannya enak2 rekomen deh pokoknya",8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,suasana bagus makan enak2 rekomen pokok
makanan nya mantap Pelayanan mAya dan rere baguss,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mantap layan maya rere baguss
"Mantap, untuk pecinta masakan timteng",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantap cinta masakan timteng
@Dian Makanannya enak sekali.,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,dian makan
"Makanannya enak, mengenyangkan, tempatnya comfy😁✌️ …",5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan kenyang tempat comfy
"makanannya enak bangett dan tempatnya cozy, pelayanan kak maya ramah pol",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan bangett tempat cozy layan kak maya ramah pol
"Kerja bagus, Jordi!",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bagus jordi
